movie_id,title,runtime,rating_encoded,is_korean,genre,open_date,open_month,open_day_of_week,is_summer,is_winter,is_holiday_release,holiday_nearby_count,director_avg_audi,director_movie_count,lead_actor_avg_audi,lead_actor_movie_count,cast_max_star_power,distributor_avg_audi,distributor_movie_count,producer_avg_audi,producer_movie_count,same_week_releases,market_avg_audi_7d,weekend_ratio,weekday_0_ratio,weekday_1_ratio,weekday_2_ratio,weekday_3_ratio,weekday_4_ratio,trend_pre7_avg,trend_pre7_max,trend_growth_rate,relative_search_share,has_trend_data,total_audience,log_audience,hit_class
19918269,터미네이터 2 : 심판의 날 감독판,155.0,2.0,0.0,액션,2013-11-14,11.0,3.0,0,0,0,0,3580700.0,4,64254.555555555555,1,169277.66666666666,77074.4375,16,0.0,0,2,374535.28571428574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8288,9.022684613591526,0
19920231,미녀와 야수,91.0,0.0,0.0,애니메이션,1992-07-04,7.0,5.0,1,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.5946113009962912,0.008159406588611737,0.008086684604756018,0.36653334302959784,0.009141153370663952,0.013468111410079267,0.0,0.0,0.0,0.0,0,140703,11.854413671980536,0
19930117,하워즈 엔드,142.0,2.0,0.0,드라마,1993-04-10,4.0,5.0,0,0,0,0,0.0,0,6848.0,0,6848.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.4539130434782609,0.0,0.0,0.5460869565217391,0.0,0.0,0.0,0.0,0.0,0,2740,7.916078096302786,0
19930153,클리프행어 리마스터드,112.0,1.0,0.0,스릴러,1993-06-12,6.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.5135906292236071,0.23742303649196575,0.2489863342844271,0.0,0.0,0.0,0.0,0,7104,8.868554040531201,0
19930176,쥬라기 공원,126.0,1.0,0.0,SF,1993-07-17,7.0,5.0,1,0,0,0,11492.0,1,0.0,0,0.0,11492.0,1,0.0,0,0,378225.85714285716,0.7172789675296295,0.04434789315371365,0.07743527778491914,0.025683214643802865,0.07080237550453762,0.06445227138339718,0.0,0.0,0.0,0.0,0,40092,10.598957034465641,0
19930253,델마와 루이스,129.0,3.0,0.0,드라마,1993-11-27,11.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,22409,10.017262566794972,0
19940116,쉰들러 리스트,196.0,2.0,0.0,드라마,1994-03-05,3.0,5.0,0,0,0,0,25792.0,2,0.0,0,0.0,25792.0,2,40092.0,1,0,378225.85714285716,0.0,0.4995964487489911,0.5004035512510089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7102,8.86827250899781,0
19940256,라이온 킹,88.0,0.0,0.0,애니메이션,1994-07-02,7.0,5.0,1,0,0,0,0.0,0,0.0,0,0.0,0.0,0,140703.0,1,0,378225.85714285716,0.5105917636124289,0.07853556904599841,0.07825224671156059,0.03925741907173929,0.1383304022140604,0.15503259934421246,0.0,0.0,0.0,0.0,0,289747,12.576766858676018,0
19940343,포레스트 검프,142.0,1.0,0.0,드라마,1994-10-15,10.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,40471.5,2,14097.0,1,0,378225.85714285716,0.5399035886448849,0.0,0.1376539903588645,0.32244242099625064,0.0,0.0,0.0,0.0,0.0,0.0,0,24551,10.108548596299572,0
19950084,쇼생크 탈출,142.0,2.0,0.0,드라마,1995-02-04,2.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,72263.0,1,16098.0,1,0,378225.85714285716,0.33220432076162576,0.06703893567679726,0.08278408397412425,0.3279628951544001,0.07463688514585622,0.11537287928719639,0.0,0.0,0.0,0.0,0,48947,10.79851378910556,0
19950095,레옹,132.0,3.0,0.0,액션,1995-02-18,2.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.3667662231876188,0.1024979636166169,0.10491447189790931,0.17816997013304373,0.08848764594080913,0.15916372522400218,0.0,0.0,0.0,0.0,0,66460,11.104370588439984,0
19950327,세븐,126.0,3.0,0.0,범죄,1995-11-11,11.0,5.0,0,0,0,0,0.0,0,35678.0,0,48947.0,140703.0,1,0.0,0,0,378225.85714285716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7725,8.952346543226227,0
19950366,토이 스토리,80.0,0.0,0.0,애니메이션,1995-12-30,12.0,5.0,0,1,0,0,0.0,0,24551.0,0,24551.0,289747.0,1,0.0,0,0,378225.85714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4282,8.36240897761537,0
19960041,아기공룡 둘리-얼음별 대모험,84.0,0.0,1.0,애니메이션,1996-07-24,7.0,2.0,1,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.5218797154559173,0.2954811041399576,0.08021238697087621,0.043419067176455904,0.024347352537411646,0.034660373719381445,0.0,0.0,0.0,0.0,0,93729,11.44817358774053,0
19960126,비포 선라이즈,100.0,2.0,0.0,멜로/로맨스,1996-03-30,3.0,5.0,0,0,0,0,0.0,0,74095.0,0,74095.0,28993.0,4,32522.5,2,0,378225.85714285716,0.3937112070323577,0.13132108762090802,0.13163615740886606,0.06862219981725952,0.12694161756829137,0.14776773055231734,0.0,0.0,0.0,0.0,0,71554,11.178221663744976,0
19968109,로미오와 줄리엣,120.0,2.0,0.0,멜로/로맨스,1996-12-28,12.0,5.0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16223,9.69424690639091,0
19970037,비트,113.0,3.0,1.0,액션,1997-05-03,5.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.7304417243214476,0.2695582756785524,0.0,0.0,0.0,0.0,0.0,0,5319,8.57922858233569,0
19970099,잉글리쉬 페이션트,161.0,3.0,0.0,멜로/로맨스,1997-03-15,3.0,5.0,0,0,0,0,0.0,0,7102.0,0,7102.0,0.0,0,0.0,0,0,378225.85714285716,0.4072301967038809,0.0,0.0,0.0,0.2738664843928002,0.3189033189033189,0.0,0.0,0.0,0.0,0,23198,10.051864453277146,0
19978805,큐어,111.0,2.0,0.0,공포(호러),2022-07-06,7.0,2.0,1,0,0,0,5695.0,1,139921.0,0,139921.0,4487.0,3,0.0,0,2,461923.28571428574,0.3768707482993197,0.09324263038548752,0.12045351473922902,0.13034013605442177,0.13904761904761906,0.1400453514739229,2.7528571428571427,5.32,3.5053359204462766,0.006876402789087651,1,13798,9.532351404751555,0
19980003,태양은 없다,108.0,3.0,1.0,드라마,1999-01-01,1.0,4.0,0,1,0,0,5319.0,1,5319.0,0,5319.0,5319.0,1,5319.0,1,0,378225.85714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3371,8.123261319121745,0
19980074,타이타닉,194.0,2.0,0.0,드라마,1998-02-20,2.0,4.0,0,0,0,0,11743.0,1,16223.0,0,16223.0,0.0,0,19324.0,2,0,378225.85714285716,0.4677207290289367,0.08829284612887017,0.10992964275705579,0.1235788738149823,0.09352612131470144,0.11695178695545358,0.0,0.0,0.0,0.0,0,883847,13.692040381134067,0
19980126,가타카,108.0,2.0,0.0,SF,1998-05-02,5.0,5.0,0,0,0,0,0.0,0,72824.5,0,72824.5,0.0,0,32522.5,2,0,378225.85714285716,0.0,0.40017286084701814,0.0,0.0,0.5998271391529818,0.0,0.0,0.0,0.0,0.0,0,8158,9.0068768914288,0
19980211,라이언 일병 구하기,169.0,2.0,0.0,드라마,1998-09-12,9.0,5.0,0,0,0,0,19562.0,3,14416.5,0,14416.5,66460.0,1,0.0,0,0,378225.85714285716,0.0,0.1933971876910536,0.0,0.8066028123089464,0.0,0.0,0.0,0.0,0.0,0.0,0,27283,10.21405572877461,0
19980231,트루먼 쇼,102.0,2.0,0.0,드라마,1998-10-24,10.0,5.0,0,0,0,0,74095.0,1,0.0,0,0.0,0.0,0,307498.3333333333,3,0,378225.85714285716,0.0,0.4911012235817575,0.5088987764182424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14327,9.569970943740548,0
19988717,명탐정 코난: 14번째 표적,99.0,1.0,0.0,애니메이션,2025-02-14,2.0,4.0,0,0,0,0,82745.0,1,0.0,0,0.0,703756.5398230088,113,0.0,0,1,152980.42857142858,0.3690896965655218,0.10096698899633211,0.10435145048349449,0.06895631877292431,0.05783594531510503,0.2987995998666222,0.5557142857142857,1.28,1.5351223362273088,0.005703272291864696,1,71897,11.183003726910572,0
19990050,박하사탕,130.0,3.0,1.0,드라마,2000-01-01,1.0,5.0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.6265314744402197,0.0,0.0,0.0,0.37346852555978033,0.0,0.0,0.0,0.0,0.0,0,4299,8.366370301681654,0
19990140,인생은 아름다워,116.0,0.0,0.0,드라마,1999-03-06,3.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,60605.0,2,0.0,0,0,378225.85714285716,0.4683345224669536,0.0893231144560289,0.10111471687112093,0.1428111118782941,0.0854488404029245,0.11296769392467798,0.0,0.0,0.0,0.0,0,155100,11.951831796597101,0
19990216,스타워즈:에피소드1 보이지 않는 위험,133.0,0.0,0.0,SF,1999-06-26,6.0,5.0,0,0,0,0,0.0,0,36781.0,0,66460.0,450035.0,2,0.0,0,0,378225.85714285716,0.6005294643471085,0.05608654793829792,0.06562149029315363,0.05811501524215545,0.11539343097481033,0.10425405120447409,0.0,0.0,0.0,0.0,0,87468,11.37903972385741,0
19990220,노팅 힐,124.0,1.0,0.0,멜로/로맨스,1999-07-03,7.0,5.0,1,0,0,0,0.0,0,0.0,0,0.0,19562.0,3,0.0,0,0,378225.85714285716,0.40203644737078814,0.10430496339072085,0.12454350837426018,0.13015633151636175,0.10302768632953749,0.13593106301833163,0.0,0.0,0.0,0.0,0,55690,10.927573832967658,0
19990303,파이트 클럽,139.0,3.0,0.0,액션,1999-11-13,11.0,5.0,0,0,0,0,7725.0,1,8903.5,1,15067.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.3450074515648286,0.2948335817188276,0.3601589667163438,0.0,0.0,0.0,0.0,0,5860,8.676075516476429,0
20000067,러브레터,117.0,0.0,0.0,멜로/로맨스,1999-11-20,11.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,92103.33333333333,3,0.0,0,0,378225.85714285716,0.17236687488403735,0.09985156781495454,0.10594347207619519,0.24478941183746675,0.13893870987692497,0.23810996351042119,0.0,0.0,0.0,0.0,0,192218,12.166390625991461,0
20000152,바스켓볼 다이어리,102.0,3.0,0.0,범죄,2000-04-29,4.0,5.0,0,0,0,0,0.0,0,450035.0,0,450035.0,0.0,0,7725.0,1,0,378225.85714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3013,8.01102337918644,0
20010007,고양이를 부탁해,112.0,1.0,1.0,드라마,2001-10-12,10.0,4.0,0,0,0,0,0.0,0,0.0,0,0.0,8144.0,1,0.0,0,0,378225.85714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,655,6.486160788944089,0
20010013,봄날은 간다,113.0,2.0,1.0,드라마,2001-09-28,9.0,4.0,0,0,0,0,0.0,0,3835.0,0,4299.0,0.0,0,0.0,0,0,378225.85714285716,0.7073170731707317,0.2926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8144,9.005159521036145,0
20010083,반지의 제왕 : 반지원정대,227.0,1.0,0.0,드라마,2001-12-31,12.0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,160163.0,3,0.0,0,0,378225.85714285716,0.37405292924981326,0.05164870344680397,0.04778038629815388,0.1608686372852417,0.23583395582115035,0.12981538789883684,0.0,0.0,0.0,0.0,0,39470,10.583321504033949,0
20010238,메멘토,113.0,2.0,0.0,미스터리,2001-08-24,8.0,4.0,1,0,0,0,0.0,0,0.0,0,0.0,117132.0,4,0.0,0,0,378225.85714285716,0.2547842694001637,0.08067973652414545,0.09845266399033402,0.21596445414506762,0.15255096075145186,0.19756791518883735,0.0,0.0,0.0,0.0,0,45237,10.719692720587927,0
20010241,브리짓 존스의 일기,97.0,3.0,0.0,멜로/로맨스,2001-09-01,9.0,5.0,0,0,0,0,0.0,0,55690.0,0,55690.0,11492.0,1,0.0,0,0,378225.85714285716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10838,9.29090601981575,0
20010264,아멜리에,121.0,3.0,0.0,코미디,2001-10-19,10.0,4.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.3675341696311552,0.06852649316607377,0.0,0.26436996817075453,0.17375023403856957,0.1258191349934469,0.0,0.0,0.0,0.0,0,9574,9.166910814048848,0
20010291,해리포터와 마법사의 돌,152.0,0.0,0.0,가족,2001-12-13,12.0,3.0,0,1,0,0,0.0,0,0.0,0,0.0,74214.0,2,0.0,0,0,378225.85714285716,0.33566117408772655,0.09054165247557877,0.0905959051301913,0.17981740967686516,0.1367016194417402,0.16668223918789804,0.0,0.0,0.0,0.0,0,332061,12.713076977451529,0
20010292,몬스터 주식회사,96.0,0.0,0.0,애니메이션,2001-12-20,12.0,3.0,0,1,0,0,0.0,0,16098.0,0,16098.0,140703.0,1,215225.0,2,0,378225.85714285716,0.36185584393685877,0.3600788616937105,0.15676355759627483,0.04115594640517789,0.03398316406604667,0.04616262630193133,0.0,0.0,0.0,0.0,0,77637,11.259812277033586,0
20020168,센과 치히로의 행방불명,126.0,0.0,0.0,애니메이션,2002-06-27,6.0,3.0,0,0,0,0,104325.0,2,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.4981906455018815,0.09266963262433107,0.10515011776596608,0.055544024618050226,0.11985055904993097,0.12859502043984009,0.0,0.0,0.0,0.0,0,113393,11.638623758823092,0
20020186,헤드윅,91.0,2.0,0.0,뮤지컬,2002-08-09,8.0,4.0,1,0,0,0,0.0,0,0.0,0,0.0,129989.75,4,0.0,0,0,378225.85714285716,0.0,0.19243944213359432,0.0,0.3585148030340103,0.18944213359432346,0.25960362123807196,0.0,0.0,0.0,0.0,0,44967,10.713706404681911,0
20020222,해리포터와 비밀의 방,161.0,0.0,0.0,드라마,2002-12-13,12.0,4.0,0,1,0,0,332061.0,1,332061.0,1,332061.0,112985.2,5,0.0,0,0,378225.85714285716,0.31821552632606065,0.07415791733343742,0.10661176378751805,0.23510011318840013,0.1320889114398345,0.13382576792474923,0.0,0.0,0.0,0.0,0,102596,11.538563971525233,0
20020234,반지의 제왕 : 두 개의 탑,179.0,1.0,0.0,액션,2002-12-19,12.0,3.0,0,1,0,0,39470.0,1,39470.0,1,39470.0,111253.66666666667,6,0.0,0,0,378225.85714285716,0.35900031414709066,0.05124088100806311,0.04202589968236239,0.1521868128032392,0.26423260846800933,0.1313134838912353,0.0,0.0,0.0,0.0,0,42495,10.657165232836105,0
20020328,이티,114.0,0.0,0.0,SF,1984-06-23,6.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.6976542137271937,0.3023457862728063,0.0,0.0,0.0,0.0,0.0,0,11492,9.349493433368758,0
20021031,남색대문,83.0,1.0,0.0,드라마,2021-08-18,8.0,2.0,1,0,0,1,0.0,0,87073.5,1,150325.0,95739.25,16,0.0,0,5,320235.0,0.20222428174235405,0.0,0.12845227062094533,0.27692307692307694,0.23169601482854496,0.16070435588507878,1.0557142857142856,1.92,2.6324775826065596,0.004971358052766498,1,7174,8.878358040627822,0
20030003,클래식,132.0,1.0,1.0,드라마,2003-01-30,1.0,3.0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.6472341835044717,0.0,0.0,0.3527658164955283,0.0,0.0,0.0,0.0,0.0,0.0,0,20055,9.90628363983813,0
20030047,모노노케 히메,133.0,0.0,0.0,애니메이션,2003-04-25,4.0,4.0,0,0,0,0,107347.66666666667,3,0.0,0,0.0,53209.0,1,0.0,0,0,378225.85714285716,0.3799983500877989,0.05835975157036286,0.06701589808256632,0.26771593225931906,0.11123943761564117,0.11567063038431169,0.0,0.0,0.0,0.0,0,170301,12.045328610563029,0
20030072,니모를 찾아서,107.0,0.0,0.0,애니메이션,2003-06-05,6.0,3.0,0,0,0,0,0.0,0,0.0,0,0.0,170301.0,1,0.0,0,0,378225.85714285716,0.8254052932633887,0.0346462760439821,0.0,0.1110518360451676,0.0,0.028896594647461544,0.0,0.0,0.0,0.0,0,71406,11.176151182737833,0
20030074,이도공간,100.0,1.0,0.0,스릴러,2003-06-05,6.0,3.0,0,0,0,0,0.0,0,47222.0,0,47222.0,655.0,1,0.0,0,0,378225.85714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1306,7.175489713624222,0
20030272,4월 이야기,66.0,1.0,0.0,멜로/로맨스,2000-04-08,4.0,5.0,0,0,0,0,192218.0,1,0.0,0,0.0,66460.0,1,0.0,0,0,378225.85714285716,0.27099110964767864,0.07847656678739985,0.10690374272856987,0.28734496762155637,0.11886730325979585,0.13741630995499945,0.0,0.0,0.0,0.0,0,15092,9.621986339159427,0
20030316,반지의 제왕 : 왕의 귀환,262.0,1.0,0.0,판타지,2003-12-17,12.0,2.0,0,1,0,0,40982.5,2,40982.5,2,40982.5,101431.0,7,0.0,0,0,378225.85714285716,0.39737641977283633,0.06147016477363622,0.08626619740841465,0.09978403455447128,0.22036474164133737,0.1347384418493041,0.0,0.0,0.0,0.0,0,725600,13.494755555951905,0
20030371,태극기 휘날리며,148.0,2.0,1.0,전쟁,2004-02-05,2.0,3.0,0,0,0,0,0.0,0,5596.0,1,8144.0,152507.5,4,0.0,0,0,378225.85714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2546967,14.75041419008212,1
20030401,바람계곡의 나우시카,116.0,0.0,0.0,애니메이션,2000-12-30,12.0,5.0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.41086943374926926,0.07642066643820429,0.09782893543249944,0.26488197230229604,0.07775112383332998,0.07224786824440099,0.0,0.0,0.0,0.0,0,53209,10.882001627590414,0
20030404,러브 액츄얼리,130.0,2.0,0.0,멜로/로맨스,2003-12-05,12.0,4.0,0,1,0,0,0.0,0,30462.333333333332,1,47285.0,11165.0,2,0.0,0,0,378225.85714285716,0.25068962634790604,0.13646242581292317,0.06805706483880855,0.08510964362339435,0.18550252166401962,0.27417871771294827,0.0,0.0,0.0,0.0,0,324069,12.688714820821875,0
20040462,빅 피쉬,125.0,1.0,0.0,판타지,2004-03-05,3.0,4.0,0,0,0,0,0.0,0,45884.0,1,87468.0,109170.0,2,0.0,0,0,378225.85714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74357,11.21664654529293,0
20040525,패션 오브 크라이스트,126.0,2.0,0.0,드라마,2004-04-02,4.0,4.0,0,0,0,0,0.0,0,0.0,0,0.0,87468.0,1,0.0,0,0,378225.85714285716,0.2189535466323098,0.2312647627227829,0.14909455300264834,0.09963495812754992,0.1512418581347076,0.14981032138000144,0.0,0.0,0.0,0.0,0,859337,13.663917604364745,0
20040526,첫키스만 50번째,99.0,2.0,0.0,코미디,2004-04-15,4.0,3.0,0,0,0,0,0.0,0,11492.0,0,11492.0,97565.66666666667,3,0.0,0,0,378225.85714285716,0.0,0.23851932161387748,0.2459536900797646,0.0,0.2279098582823511,0.2876171300240068,0.0,0.0,0.0,0.0,0,207791,12.244292858349871,0
20040564,카우보이 비밥-천국의문,115.0,1.0,0.0,애니메이션,2003-10-03,10.0,4.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1815,7.504391559161238,0
20040590,퍼펙트 블루,81.0,3.0,0.0,애니메이션,2004-05-26,5.0,2.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4882,8.49351506406166,0
20040598,해리포터와 아즈카반의 죄수,136.0,0.0,0.0,드라마,2004-07-16,7.0,4.0,1,0,0,0,0.0,0,217328.5,2,217328.5,179452.125,8,0.0,0,0,378225.85714285716,0.24202973220905538,0.053105796901114645,0.050303479648642194,0.4153712756198399,0.1260414441358684,0.11314827148547947,0.0,0.0,0.0,0.0,0,1858686,14.435380882436299,1
20040695,이프 온리,95.0,2.0,0.0,멜로/로맨스,2004-10-29,10.0,4.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.4139716046538417,0.05653150558691395,0.08642437507199631,0.19113581384633108,0.11150069116461238,0.14043600967630457,0.0,0.0,0.0,0.0,0,1027845,13.84297590832782,1
20040725,화양연화,107.0,2.0,0.0,드라마,2000-10-20,10.0,4.0,0,0,0,0,71991.0,2,71991.0,1,71991.0,72692.33333333333,3,0.0,0,0,378225.85714285716,0.35713489533406156,0.09055442851728827,0.10214682212363733,0.09905923267271552,0.195866865818044,0.15523775553425329,0.0,0.0,0.0,0.0,0,114911,11.65192189702581,0
20040734,노트북,123.0,2.0,0.0,멜로/로맨스,2004-11-26,11.0,4.0,0,0,0,0,0.0,0,0.0,0,0.0,725600.0,1,5369.0,2,0,378225.85714285716,0.4368330911075212,0.09151003030974288,0.09344693633873434,0.14766139532873374,0.09753956204852801,0.1330089848667398,0.0,0.0,0.0,0.0,0,818652,13.615415585630643,0
20040756,하울의 움직이는 성,119.0,0.0,0.0,애니메이션,2004-12-23,12.0,3.0,0,1,0,0,123086.0,4,0.0,0,0.0,22691.0,4,0.0,0,0,378225.85714285716,0.6001989417735779,0.07181678181720128,0.08256682825692252,0.04799170676461952,0.08480192709862598,0.11262381428905281,0.0,0.0,0.0,0.0,0,2603554,14.772388376770056,1
20041524,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,82.0,0.0,0.0,애니메이션,2014-08-13,8.0,2.0,1,0,0,1,320164.75,8,297122.0416666666,2,359735.3333333333,0.0,0,0.0,0,2,1246342.2857142857,0.3645192936559843,0.04555264879005886,0.0565729234793983,0.10389143230869849,0.12470568999345978,0.30475801177240025,0.0,0.0,0.0,0.0,0,61917,11.033566208000359,0
