movie_id,title,runtime,rating_encoded,is_korean,genre,open_date,open_month,open_day_of_week,is_summer,is_winter,is_holiday_release,holiday_nearby_count,director_avg_audi,director_movie_count,lead_actor_avg_audi,lead_actor_movie_count,cast_max_star_power,distributor_avg_audi,distributor_movie_count,producer_avg_audi,producer_movie_count,same_week_releases,market_avg_audi_7d,trend_pre7_avg,trend_pre7_max,trend_growth_rate,relative_search_share,has_trend_data,total_audience,log_audience,hit_class
19910182,늑대와 춤을,180.0,1.0,0.0,서부극(웨스턴),1991-03-31,3.0,6.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,7917,8.976893927666076,0
19910237,양들의 침묵,118.0,2.0,0.0,스릴러,1991-06-22,6.0,5.0,0,0,0,0,0.0,0,7788.0,0,7788.0,74095.0,1,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,6848,8.831857935197906,0
19910247,터미네이터2 3D,137.0,1.0,0.0,액션,1991-07-06,7.0,5.0,1,0,0,0,0.0,0,0.0,0,0.0,74095.0,1,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,11743,9.371097750854297,0
19918269,터미네이터 2 : 심판의 날 감독판,155.0,2.0,0.0,액션,2013-11-14,11.0,3.0,0,0,0,0,3580700.0,4,64254.555555555555,1,169277.66666666666,77074.4375,16,0.0,0,2,374535.28571428574,0.0,0.0,0.0,0.0,0,8288,9.022684613591526,0
19920231,미녀와 야수,91.0,0.0,0.0,애니메이션,1992-07-04,7.0,5.0,1,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,140703,11.854413671980536,0
19930117,하워즈 엔드,142.0,2.0,0.0,드라마,1993-04-10,4.0,5.0,0,0,0,0,0.0,0,6848.0,0,6848.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,2740,7.916078096302786,0
19930153,클리프행어 리마스터드,112.0,1.0,0.0,스릴러,1993-06-12,6.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,7104,8.868554040531201,0
19930176,쥬라기 공원,126.0,1.0,0.0,SF,1993-07-17,7.0,5.0,1,0,0,0,11492.0,1,0.0,0,0.0,11492.0,1,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,40092,10.598957034465641,0
19930253,델마와 루이스,129.0,3.0,0.0,드라마,1993-11-27,11.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,22409,10.017262566794972,0
19940116,쉰들러 리스트,196.0,2.0,0.0,드라마,1994-03-05,3.0,5.0,0,0,0,0,25792.0,2,0.0,0,0.0,25792.0,2,40092.0,1,0,378225.85714285716,0.0,0.0,0.0,0.0,0,7102,8.86827250899781,0
19940256,라이온 킹,88.0,0.0,0.0,애니메이션,1994-07-02,7.0,5.0,1,0,0,0,0.0,0,0.0,0,0.0,0.0,0,140703.0,1,0,378225.85714285716,0.0,0.0,0.0,0.0,0,289747,12.576766858676018,0
19940343,포레스트 검프,142.0,1.0,0.0,드라마,1994-10-15,10.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,40471.5,2,14097.0,1,0,378225.85714285716,0.0,0.0,0.0,0.0,0,24551,10.108548596299572,0
19950084,쇼생크 탈출,142.0,2.0,0.0,드라마,1995-02-04,2.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,72263.0,1,16098.0,1,0,378225.85714285716,0.0,0.0,0.0,0.0,0,48947,10.79851378910556,0
19950095,레옹,132.0,3.0,0.0,액션,1995-02-18,2.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,66460,11.104370588439984,0
19950327,세븐,126.0,3.0,0.0,범죄,1995-11-11,11.0,5.0,0,0,0,0,0.0,0,35678.0,0,48947.0,140703.0,1,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,7725,8.952346543226227,0
19950366,토이 스토리,80.0,0.0,0.0,애니메이션,1995-12-30,12.0,5.0,0,1,0,0,0.0,0,24551.0,0,24551.0,289747.0,1,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,4282,8.36240897761537,0
19960041,아기공룡 둘리-얼음별 대모험,84.0,0.0,1.0,애니메이션,1996-07-24,7.0,2.0,1,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,93729,11.44817358774053,0
19960126,비포 선라이즈,100.0,2.0,0.0,멜로/로맨스,1996-03-30,3.0,5.0,0,0,0,0,0.0,0,74095.0,0,74095.0,28993.0,4,32522.5,2,0,378225.85714285716,0.0,0.0,0.0,0.0,0,71554,11.178221663744976,0
19968109,로미오와 줄리엣,120.0,2.0,0.0,멜로/로맨스,1996-12-28,12.0,5.0,0,1,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,16223,9.69424690639091,0
19970037,비트,113.0,3.0,1.0,액션,1997-05-03,5.0,5.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,5319,8.57922858233569,0
19970099,잉글리쉬 페이션트,161.0,3.0,0.0,멜로/로맨스,1997-03-15,3.0,5.0,0,0,0,0,0.0,0,7102.0,0,7102.0,0.0,0,0.0,0,0,378225.85714285716,0.0,0.0,0.0,0.0,0,23198,10.051864453277146,0
19978805,큐어,111.0,2.0,0.0,공포(호러),2022-07-06,7.0,2.0,1,0,0,0,5695.0,1,139921.0,0,139921.0,4487.0,3,0.0,0,2,461923.28571428574,2.7528571428571427,5.32,3.5053359204462766,0.006876402789087651,1,13798,9.532351404751555,0
19980003,태양은 없다,108.0,3.0,1.0,드라마,1999-01-01,1.0,4.0,0,1,0,0,5319.0,1,5319.0,0,5319.0,5319.0,1,5319.0,1,0,378225.85714285716,0.0,0.0,0.0,0.0,0,3371,8.123261319121745,0
19980074,타이타닉,194.0,2.0,0.0,드라마,1998-02-20,2.0,4.0,0,0,0,0,11743.0,1,16223.0,0,16223.0,0.0,0,19324.0,2,0,378225.85714285716,0.0,0.0,0.0,0.0,0,883847,13.692040381134067,0
19980126,가타카,108.0,2.0,0.0,SF,1998-05-02,5.0,5.0,0,0,0,0,0.0,0,72824.5,0,72824.5,0.0,0,32522.5,2,0,378225.85714285716,0.0,0.0,0.0,0.0,0,8158,9.0068768914288,0
