movie_id,title,runtime,rating_encoded,is_korean,genre,open_month,open_day_of_week,is_summer,is_winter,is_holiday_release,holiday_nearby_count,director_avg_audi,director_movie_count,lead_actor_avg_audi,lead_actor_movie_count,cast_max_star_power,distributor_avg_audi,distributor_movie_count,producer_avg_audi,producer_movie_count,same_week_releases,market_avg_audi_7d,total_audience,log_audience,hit_class
20183772,태일이,99.0,0,1,애니메이션,12.0,2.0,0,1,0,0,902842.5,2,3469934.3636363633,4,5426621.0,124247.72727272728,22,460586.25,4,1,187589.85714285713,124835,11.734756154858896,1
20219115,라스트 듀얼: 최후의 결투,152.0,3,0,액션,10.0,2.0,0,0,0,0,348640.25,4,826802.4666666667,2,1769615.0,2660849.7384615387,65,0.0,0,4,210305.57142857142,55748,10.92861475194176,0
20219351,첫눈이 사라졌다,115.0,2,0,판타지,10.0,2.0,0,0,0,0,0.0,0,0.0,0,0.0,407731.625,8,0.0,0,4,210305.57142857142,3018,8.012680929706839,0
20209143,휴가,81.0,1,1,드라마,10.0,3.0,0,0,0,0,521564.0,1,2285682.888888889,1,4774549.0,23954.333333333332,3,0.0,0,4,197269.2857142857,3975,8.288031567776464,0
20217167,동백,108.0,1,1,드라마,10.0,3.0,0,0,0,0,4252.0,1,1950129.6666666667,5,2073088.0,0.0,0,0.0,0,4,197269.2857142857,13415,9.504203303503045,0
20196006,그림자꽃,108.0,1,1,다큐멘터리,10.0,2.0,0,0,0,0,4103773.25,4,0.0,0,0.0,23859.684210526317,19,0.0,0,2,156697.0,6248,8.740176729929082,0
20219820,한창나이 선녀님,82.0,0,1,다큐멘터리,10.0,2.0,0,0,0,0,0.0,0,0.0,0,0.0,20641.2,10,0.0,0,4,210305.57142857142,6034,8.705331133531631,0
20210587,아네트,140.0,2,0,드라마,10.0,2.0,0,0,0,0,0.0,0,755416.2857142857,7,1278971.5714285714,44030.0,16,0.0,0,2,156697.0,33071,10.40644228192155,0
20210662,애프터: 관계의 함정,98.0,2,0,멜로/로맨스,10.0,2.0,0,0,0,0,0.0,0,34755.666666666664,2,41060.0,310677.02857142856,35,0.0,0,2,156697.0,15948,9.677151410322754,0
20210865,고장난 론,106.0,0,0,애니메이션,10.0,2.0,0,0,0,0,0.0,0,202464.33333333334,1,504432.5,2621378.5,66,0.0,0,2,156697.0,152171,11.9327667390229,1
20202462,당신은 믿지 않겠지만,128.0,1,0,드라마,10.0,3.0,0,0,0,0,0.0,0,1931385.247863248,7,2328451.6666666665,0.0,0,0.0,0,2,155785.7142857143,2565,7.850103545175582,0
20210682,바다 탐험대 옥토넛 : 육지수호 대작전,59.0,0,0,애니메이션,10.0,2.0,0,0,0,0,0.0,0,579620.9111111112,10,826633.3333333334,148385.25,44,0.0,0,2,156697.0,23380,10.059679005711038,0
20211102,더 하더 데이 폴,137.0,3,0,액션,10.0,2.0,0,0,0,0,0.0,0,3235920.55,2,4526455.5,107821.66666666667,12,0.0,0,4,210305.57142857142,4264,8.35819745992578,0
20218256,이터널스,155.0,1,0,액션,11.0,2.0,0,0,0,0,64601.0,1,2229957.011111111,6,4036062.533333333,2584524.656716418,67,0.0,0,2,132047.85714285713,3048616,14.930198603124449,2
20191243,장르만 로맨스,113.0,2,1,드라마,11.0,2.0,0,0,0,0,341909.25,4,6963390.333333333,1,10300613.0,0.0,0,0.0,0,6,193601.57142857142,518361,13.158429118864309,1
